LGA_NAME,SUBURB_NAME,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,CROWDY BAY,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,CROWDY HEAD,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH SYDNEY,CROWS NEST,,,,,,,,,,,,,,,,,,,,,,,,,
HILLTOPS,CROWTHER,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,CROWTHER ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,
BURWOOD,CROYDON,,,,,,,,,,,,,,,,,,,,,,,,,
BURWOOD,CROYDON PARK,,,,,,,,,,,,,,,,,,,,,,,,,
BATHURST REGIONAL,CRUDINE,,,,,,,,,,,,,,,,,,,,,,,,,
WALGETT,CRYON,,,,,,,,,,,,,,,,,,,,,,,,,
TWEED,CRYSTAL CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
COBAR,CUBBA,,,,,,,,,,,,,,,,,,,,,,,,,
CABONNE,CUDAL,,,,,,,,,,,,,,,,,,,,,,,,,
MID-WESTERN REGIONAL,CUDGEGONG,,,,,,,,,,,,,,,,,,,,,,,,,
LEETON,CUDGEL,,,,,,,,,,,,,,,,,,,,,,,,,
TWEED,CUDGEN,,,,,,,,,,,,,,,,,,,,,,,,,
TWEED,CUDGERA CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
SHOALHAVEN,CUDMIRRAH,,,,,,,,,,,,,,,,,,,,,,,,,
SHOALHAVEN,CULBURRA BEACH,,,,,,,,,,,,,,,,,,,,,,,,,
GREATER HUME SHIRE,CULCAIRN,,,,,,,,,,,,,,,,,,,,,,,,,
LITHGOW,CULLEN BULLEN,,,,,,,,,,,,,,,,,,,,,,,,,
MID-WESTERN REGIONAL,CULLENBONE,,,,,,,,,,,,,,,,,,,,,,,,,
TENTERFIELD,CULLENDORE,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER LACHLAN SHIRE,CULLERIN,,,,,,,,,,,,,,,,,,,,,,,,,
LOCKHART,CULLIVEL,,,,,,,,,,,,,,,,,,,,,,,,,
KYOGLE,CULMARAN CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
BALLINA,CUMBALUM,,,,,,,,,,,,,,,,,,,,,,,,,
MID-WESTERN REGIONAL,CUMBANDRY,,,,,,,,,,,,,,,,,,,,,,,,,
HAWKESBURY,CUMBERLAND REACH,,,,,,,,,,,,,,,,,,,,,,,,,
MID-WESTERN REGIONAL,CUMBO,,,,,,,,,,,,,,,,,,,,,,,,,
WALGETT,CUMBORAH,,,,,,,,,,,,,,,,,,,,,,,,,
CABONNE,CUMNOCK,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,CUNDLE FLAT,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,CUNDLETOWN,,,,,,,,,,,,,,,,,,,,,,,,,
DUBBO REGIONAL,CUNDUMBUL,,,,,,,,,,,,,,,,,,,,,,,,,
SHOALHAVEN,CUNJURONG POINT,,,,,,,,,,,,,,,,,,,,,,,,,
HILLTOPS,CUNNINGAR,,,,,,,,,,,,,,,,,,,,,,,,,
MURRAY RIVER,CUNNINYEUK,,,,,,,,,,,,,,,,,,,,,,,,,
GILGANDRA,CURBAN,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN BEACHES,CURL CURL,,,,,,,,,,,,,,,,,,,,,,,,,
LACHLAN,CURLEW WATERS,,,,,,,,,,,,,,,,,,,,,,,,,
GUNNEDAH,CURLEWIS,,,,,,,,,,,,,,,,,,,,,,,,,
WENTWORTH,CURLWAA,,,,,,,,,,,,,,,,,,,,,,,,,
DUBBO REGIONAL,CURRA CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
LIVERPOOL PLAINS,CURRABUBULA,,,,,,,,,,,,,,,,,,,,,,,,,
BATHURST REGIONAL,CURRAGH,,,,,,,,,,,,,,,,,,,,,,,,,
KIAMA,CURRAMORE,,,,,,,,,,,,,,,,,,,,,,,,,
CAMDEN,CURRANS HILL,,,,,,,,,,,,,,,,,,,,,,,,,
SHOALHAVEN,CURRARONG,,,,,,,,,,,,,,,,,,,,,,,,,
GOULBURN MULWAREE,CURRAWANG,,,,,,,,,,,,,,,,,,,,,,,,,
WAGGA WAGGA,CURRAWARNA,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER LACHLAN SHIRE,CURRAWEELA,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN BEACHES,CURRAWONG BEACH,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,CURRICABARK,,,,,,,,,,,,,,,,,,,,,,,,,
EUROBODALLA,CURROWAN,,,,,,,,,,,,,,,,,,,,,,,,,
NARRABRI,CUTTABRI,,,,,,,,,,,,,,,,,,,,,,,,,
BEGA VALLEY,CUTTAGEE,,,,,,,,,,,,,,,,,,,,,,,,,
MID-WESTERN REGIONAL,DABEE,,,,,,,,,,,,,,,,,,,,,,,,,
BAYSIDE,DACEYVILLE,,,,,,,,,,,,,,,,,,,,,,,,,
CESSNOCK,DAIRY ARM,,,,,,,,,,,,,,,,,,,,,,,,,
KYOGLE,DAIRY FLAT,,,,,,,,,,,,,,,,,,,,,,,,,
SNOWY MONARO REGIONAL,DAIRYMANS PLAINS,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL COAST,DALEYS POINT,,,,,,,,,,,,,,,,,,,,,,,,,
SNOWY MONARO REGIONAL,DALGETY,,,,,,,,,,,,,,,,,,,,,,,,,
EUROBODALLA,DALMENY,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,DALMORTON,,,,,,,,,,,,,,,,,,,,,,,,,
MUSWELLBROOK,DALSWINTON,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER LACHLAN SHIRE,DALTON,,,,,,,,,,,,,,,,,,,,,,,,,
BALLINA,DALWOOD,,,,,,,,,,,,,,,,,,,,,,,,,
NARROMINE,DANDALOO,,,,,,,,,,,,,,,,,,,,,,,,,
WARRUMBUNGLE SHIRE,DANDRY,,,,,,,,,,,,,,,,,,,,,,,,,
HORNSBY,DANGAR ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,
ARMIDALE REGIONAL,DANGARSLEIGH,,,,,,,,,,,,,,,,,,,,,,,,,
SNOWY MONARO REGIONAL,DANGELONG,,,,,,,,,,,,,,,,,,,,,,,,,
WOLLONGONG,DAPTO,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,DARAWANK,,,,,,,,,,,,,,,,,,,,,,,,,
Gundagai,DARBALARA,,,,,,,,,,,,,,,,,,,,,,,,,
COWRA,DARBYS FALLS,,,,,,,,,,,,,,,,,,,,,,,,,
WENTWORTH,DARETON,,,,,,,,,,,,,,,,,,,,,,,,,
LITHGOW,DARGAN,,,,,,,,,,,,,,,,,,,,,,,,,
LITHGOW,DARK CORNER,,,,,,,,,,,,,,,,,,,,,,,,,
WOLLONDILLY,DARKES FOREST,,,,,,,,,,,,,,,,,,,,,,,,,
BELLINGEN,DARKWOOD,,,,,,,,,,,,,,,,,,,,,,,,,
WOOLLAHRA,DARLING POINT,,,,,,,,,,,,,,,,,,,,,,,,,
SYDNEY,DARLINGHURST,,,,,,,,,,,,,,,,,,,,,,,,,
SINGLETON,DARLINGTON,,,,,,,,,,,,,,,,,,,,,,,,,
MURRUMBIDGEE,DARLINGTON POINT,,,,,,,,,,,,,,,,,,,,,,,,,
SNOWY VALLEYS,DARLOW,,,,,,,,,,,,,,,,,,,,,,,,,
FORBES,DAROOBALGIE,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER HUNTER SHIRE,DARTBROOK,,,,,,,,,,,,,,,,,,,,,,,,,
TAMWORTH REGIONAL,DARUKA,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN BEACHES,DAVIDSON,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER HUNTER SHIRE,DAVIS CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL COAST,DAVISTOWN,,,,,,,,,,,,,,,,,,,,,,,,,
SYDNEY,DAWES POINT,,,,,,,,,,,,,,,,,,,,,,,,,
FEDERATION,DAYSDALE,,,,,,,,,,,,,,,,,,,,,,,,,
BLACKTOWN,DEAN PARK,,,,,,,,,,,,,,,,,,,,,,,,,
PORT MACQUARIE-HASTINGS,DEAUVILLE,,,,,,,,,,,,,,,,,,,,,,,,,
PORT MACQUARIE-HASTINGS,DEBENHAM,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN BEACHES,DEE WHY,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,DEEP CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN INNES SEVERN,DEEPWATER,,,,,,,,,,,,,,,,,,,,,,,,,
BELLINGEN,DEER VALE,,,,,,,,,,,,,,,,,,,,,,,,,
SNOWY MONARO REGIONAL,DELEGATE,,,,,,,,,,,,,,,,,,,,,,,,,
GWYDIR,DELUNGRA,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPBELLTOWN,DENHAM COURT,,,,,,,,,,,,,,,,,,,,,,,,,
EUROBODALLA,DENHAMS BEACH,,,,,,,,,,,,,,,,,,,,,,,,,
EDWARD RIVER,DENILIQUIN,,,,,,,,,,,,,,,,,,,,,,,,,
RYDE,DENISTONE,,,,,,,,,,,,,,,,,,,,,,,,,
RYDE,DENISTONE EAST,,,,,,,,,,,,,,,,,,,,,,,,,
RYDE,DENISTONE WEST,,,,,,,,,,,,,,,,,,,,,,,,,
MUSWELLBROOK,DENMAN,,,,,,,,,,,,,,,,,,,,,,,,,
SHOALHAVEN,DEPOT BEACH,,,,,,,,,,,,,,,,,,,,,,,,,
FORBES,DERRIWONG,,,,,,,,,,,,,,,,,,,,,,,,,
EUROBODALLA,DEUA,,,,,,,,,,,,,,,,,,,,,,,,,
EUROBODALLA,DEUA RIVER VALLEY,,,,,,,,,,,,,,,,,,,,,,,,,
BEGA VALLEY,DEVILS HOLE,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,DEWITT,,,,,,,,,,,,,,,,,,,,,,,,,
BLACKTOWN,DHARRUK,,,,,,,,,,,,,,,,,,,,,,,,,
WAGGA WAGGA,DHULURA,,,,,,,,,,,,,,,,,,,,,,,,,
MURRAY RIVER,DHURAGOON,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,DIAMOND BEACH,,,,,,,,,,,,,,,,,,,,,,,,,
PORT MACQUARIE-HASTINGS,DIAMOND HEAD,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN INNES SEVERN,DIEHARD,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,DIGGERS CAMP,,,,,,,,,,,,,,,,,,,,,,,,,
BEGA VALLEY,DIGNAMS CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,DILKOON,,,,,,,,,,,,,,,,,,,,,,,,,
MURRAY RIVER,DILPURRA,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,DINGO FOREST,,,,,,,,,,,,,,,,,,,,,,,,,
GWYDIR,DINOGA,,,,,,,,,,,,,,,,,,,,,,,,,
JUNEE,DIRNASEER,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,DIRTY CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
KYOGLE,DOBIES BIGHT,,,,,,,,,,,,,,,,,,,,,,,,,
BEGA VALLEY,DOCTOR GEORGE MOUNTAIN,,,,,,,,,,,,,,,,,,,,,,,,,
LITHGOW,DOCTORS GAP,,,,,,,,,,,,,,,,,,,,,,,,,
OBERON,DOG ROCKS,,,,,,,,,,,,,,,,,,,,,,,,,
SUTHERLAND SHIRE,DOLANS BAY,,,,,,,,,,,,,,,,,,,,,,,,,
BAYSIDE,DOLLS POINT,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,DOLLYS FLAT,,,,,,,,,,,,,,,,,,,,,,,,,
SHOALHAVEN,DOLPHIN POINT,,,,,,,,,,,,,,,,,,,,,,,,,
WOLLONGONG,DOMBARTON,,,,,,,,,,,,,,,,,,,,,,,,,
ARMIDALE REGIONAL,DONALD CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
KEMPSEY,DONDINGALONG,,,,,,,,,,,,,,,,,,,,,,,,,
NAMBUCCA,DONNELLYVILLE,,,,,,,,,,,,,,,,,,,,,,,,,
TWEED,DOON DOON,,,,,,,,,,,,,,,,,,,,,,,,,
RICHMOND VALLEY,DOONBAH,,,,,,,,,,,,,,,,,,,,,,,,,
BLACKTOWN,DOONSIDE,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL COAST,DOORALONG,,,,,,,,,,,,,,,,,,,,,,,,,
LAKE MACQUARIE,DORA CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
BELLINGEN,DORRIGO,,,,,,,,,,,,,,,,,,,,,,,,,
BELLINGEN,DORRIGO MOUNTAIN,,,,,,,,,,,,,,,,,,,,,,,,,
LISMORE,DORROUGHBY,,,,,,,,,,,,,,,,,,,,,,,,,
WOOLLAHRA,DOUBLE BAY,,,,,,,,,,,,,,,,,,,,,,,,,
KYOGLE,DOUBTFUL CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
WOLLONDILLY,DOUGLAS PARK,,,,,,,,,,,,,,,,,,,,,,,,,
WAVERLEY,DOVER HEIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,
WAGGA WAGGA,DOWNSIDE,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL COAST,DOYALSON,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL COAST,DOYALSON NORTH,,,,,,,,,,,,,,,,,,,,,,,,,
SINGLETON,DOYLES CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
PORT MACQUARIE-HASTINGS,DOYLES RIVER,,,,,,,,,,,,,,,,,,,,,,,,,
TENTERFIELD,DRAKE,,,,,,,,,,,,,,,,,,,,,,,,,
TENTERFIELD,DRAKE VILLAGE,,,,,,,,,,,,,,,,,,,,,,,,,
NARRABRI,DRILDOOL,,,,,,,,,,,,,,,,,,,,,,,,,
DUBBO REGIONAL,DRIPSTONE,,,,,,,,,,,,,,,,,,,,,,,,,
CANADA BAY,DRUMMOYNE,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER HUNTER SHIRE,DRY CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
SNOWY MONARO REGIONAL,DRY PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,
DUBBO REGIONAL,DUBBO,,,,,,,,,,,,,,,,,,,,,,,,,
KYOGLE,DUCK CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
MAITLAND,DUCKENFIELD,,,,,,,,,,,,,,,,,,,,,,,,,
OBERON,DUCKMALOI,,,,,,,,,,,,,,,,,,,,,,,,,
LAKE MACQUARIE,DUDLEY,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN BEACHES,DUFFYS FOREST,,,,,,,,,,,,,,,,,,,,,,,,,
TWEED,DULGUIGAN,,,,,,,,,,,,,,,,,,,,,,,,,
INNER WEST,DULWICH HILL,,,,,,,,,,,,,,,,,,,,,,,,,
TWEED,DUM DUM,,,,,,,,,,,,,,,,,,,,,,,,,
ARMIDALE REGIONAL,DUMARESQ,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,DUMARESQ ISLAND,,,,,,,,,,,,,,,,,,,,,,,,,
TENTERFIELD,DUMARESQ VALLEY,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,DUMBUDGERY,,,,,,,,,,,,,,,,,,,,,,,,,
TWEED,DUNBIBLE,,,,,,,,,,,,,,,,,,,,,,,,,
PORT MACQUARIE-HASTINGS,DUNBOGAN,,,,,,,,,,,,,,,,,,,,,,,,,
TAMWORTH REGIONAL,DUNCANS CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
PARRAMATTA,DUNDAS,,,,,,,,,,,,,,,,,,,,,,,,,
PARRAMATTA,DUNDAS VALLEY,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN INNES SEVERN,DUNDEE,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,DUNDURRABIN,,,,,,,,,,,,,,,,,,,,,,,,,
WARRUMBUNGLE SHIRE,DUNEDOO,,,,,,,,,,,,,,,,,,,,,,,,,
LISMORE,DUNGARUBBA,,,,,,,,,,,,,,,,,,,,,,,,,
TWEED,DUNGAY,,,,,,,,,,,,,,,,,,,,,,,,,
MID-WESTERN REGIONAL,DUNGEREE,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGOG,DUNGOG,,,,,,,,,,,,,,,,,,,,,,,,,
TAMWORTH REGIONAL,DUNGOWAN,,,,,,,,,,,,,,,,,,,,,,,,,
BATHURST REGIONAL,DUNKELD,,,,,,,,,,,,,,,,,,,,,,,,,
SHELLHARBOUR,DUNMORE,,,,,,,,,,,,,,,,,,,,,,,,,
SINGLETON,DUNOLLY,,,,,,,,,,,,,,,,,,,,,,,,,
LISMORE,DUNOON,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGOG,DUNS CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
LITHGOW,DUNVILLE LOOP,,,,,,,,,,,,,,,,,,,,,,,,,
HORNSBY,DURAL,,,,,,,,,,,,,,,,,,,,,,,,,
BATHURST REGIONAL,DURAMANA,,,,,,,,,,,,,,,,,,,,,,,,,
TWEED,DURANBAH,,,,,,,,,,,,,,,,,,,,,,,,,
TAMWORTH REGIONAL,DURI,,,,,,,,,,,,,,,,,,,,,,,,,
TWEED,DUROBY,,,,,,,,,,,,,,,,,,,,,,,,,
QUEANBEYAN-PALERANG REGIONAL,DURRAN DURRA,,,,,,,,,,,,,,,,,,,,,,,,,
SHOALHAVEN,DURRAS NORTH,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL COAST,DURREN DURREN,,,,,,,,,,,,,,,,,,,,,,,,,
ARMIDALE REGIONAL,DUVAL,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,DYERS CROSSING,,,,,,,,,,,,,,,,,,,,,,,,,
KYOGLE,DYRAABA,,,,,,,,,,,,,,,,,,,,,,,,,
SINGLETON,DYRRING,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPBELLTOWN,EAGLE VALE,,,,,,,,,,,,,,,,,,,,,,,,,
PORT STEPHENS,EAGLETON,,,,,,,,,,,,,,,,,,,,,,,,,
CANTERBURY-BANKSTOWN,EARLWOOD,,,,,,,,,,,,,,,,,,,,,,,,,
ALBURY,EAST ALBURY,,,,,,,,,,,,,,,,,,,,,,,,,
BALLINA,EAST BALLINA,,,,,,,,,,,,,,,,,,,,,,,,,
CESSNOCK,EAST BRANXTON,,,,,,,,,,,,,,,,,,,,,,,,,
LISMORE,EAST CORAKI,,,,,,,,,,,,,,,,,,,,,,,,,
WOLLONGONG,EAST CORRIMAL,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL COAST,EAST GOSFORD,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGOG,EAST GRESFORD,,,,,,,,,,,,,,,,,,,,,,,,,
CANTERBURY-BANKSTOWN,EAST HILLS,,,,,,,,,,,,,,,,,,,,,,,,,
SNOWY MONARO REGIONAL,EAST JINDABYNE,,,,,,,,,,,,,,,,,,,,,,,,,
WINGECARRIBEE,EAST KANGALOON,,,,,,,,,,,,,,,,,,,,,,,,,
KEMPSEY,EAST KEMPSEY,,,,,,,,,,,,,,,,,,,,,,,,,
KU-RING-GAI,EAST KILLARA,,,,,,,,,,,,,,,,,,,,,,,,,
HAWKESBURY,EAST KURRAJONG,,,,,,,,,,,,,,,,,,,,,,,,,
KU-RING-GAI,EAST LINDFIELD,,,,,,,,,,,,,,,,,,,,,,,,,
LISMORE,EAST LISMORE,,,,,,,,,,,,,,,,,,,,,,,,,
EUROBODALLA,EAST LYNNE,,,,,,,,,,,,,,,,,,,,,,,,,
MAITLAND,EAST MAITLAND,,,,,,,,,,,,,,,,,,,,,,,,,
RYDE,EAST RYDE,,,,,,,,,,,,,,,,,,,,,,,,,
PORT STEPHENS,EAST SEAHAM,,,,,,,,,,,,,,,,,,,,,,,,,
TAMWORTH REGIONAL,EAST TAMWORTH,,,,,,,,,,,,,,,,,,,,,,,,,
WAGGA WAGGA,EAST WAGGA WAGGA,,,,,,,,,,,,,,,,,,,,,,,,,
BALLINA,EAST WARDELL,,,,,,,,,,,,,,,,,,,,,,,,,
BLACKTOWN,EASTERN CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
BAYSIDE,EASTGARDENS,,,,,,,,,,,,,,,,,,,,,,,,,
BAYSIDE,EASTLAKES,,,,,,,,,,,,,,,,,,,,,,,,,
PARRAMATTA,EASTWOOD,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,EATONSVILLE,,,,,,,,,,,,,,,,,,,,,,,,,
HAWKESBURY,EBENEZER,,,,,,,,,,,,,,,,,,,,,,,,,
ARMIDALE REGIONAL,EBOR,,,,,,,,,,,,,,,,,,,,,,,,,
DUNGOG,ECCLESTON,,,,,,,,,,,,,,,,,,,,,,,,,
MUSWELLBROOK,EDDERTON,,,,,,,,,,,,,,,,,,,,,,,,,
BEGA VALLEY,EDEN,,,,,,,,,,,,,,,,,,,,,,,,,
KYOGLE,EDEN CREEK,,,,,,,,,,,,,,,,,,,,,,,,,
FAIRFIELD,EDENSOR PARK,,,,,,,,,,,,,,,,,,,,,,,,,
KYOGLE,EDENVILLE,,,,,,,,,,,,,,,,,,,,,,,,,
WOOLLAHRA,EDGECLIFF,,,,,,,,,,,,,,,,,,,,,,,,,
NARRABRI,EDGEROI,,,,,,,,,,,,,,,,,,,,,,,,,
LAKE MACQUARIE,EDGEWORTH,,,,,,,,,,,,,,,,,,,,,,,,,
OBERON,EDITH,,,,,,,,,,,,,,,,,,,,,,,,,
LIVERPOOL,EDMONDSON PARK,,,,,,,,,,,,,,,,,,,,,,,,,
BEGA VALLEY,EDROM,,,,,,,,,,,,,,,,,,,,,,,,,
WARREN,EENAWEENA,,,,,,,,,,,,,,,,,,,,,,,,,
BATHURST REGIONAL,EGLINTON,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,EIGHTEEN MILE,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,ELANDS,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN BEACHES,ELANORA HEIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,
GWYDIR,ELCOMBE,,,,,,,,,,,,,,,,,,,,,,,,,
CAMDEN,ELDERSLIE,,,,,,,,,,,,,,,,,,,,,,,,,
LAKE MACQUARIE,ELEEBANA,,,,,,,,,,,,,,,,,,,,,,,,,
LAKE MACQUARIE,ELERMORE VALE,,,,,,,,,,,,,,,,,,,,,,,,,
SYDNEY,ELIZABETH BAY,,,,,,,,,,,,,,,,,,,,,,,,,
MID-COAST,ELIZABETH BEACH,,,,,,,,,,,,,,,,,,,,,,,,,
LIVERPOOL,ELIZABETH HILLS,,,,,,,,,,,,,,,,,,,,,,,,,
CESSNOCK,ELLALONG,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,ELLAND,,,,,,,,,,,,,,,,,,,,,,,,,
RICHMOND VALLEY,ELLANGOWAN,,,,,,,,,,,,,,,,,,,,,,,,,
PORT MACQUARIE-HASTINGS,ELLENBOROUGH,,,,,,,,,,,,,,,,,,,,,,,,,
SNOWY VALLEYS,ELLERSLIE,,,,,,,,,,,,,,,,,,,,,,,,,
UPPER HUNTER SHIRE,ELLERSTON,,,,,,,,,,,,,,,,,,,,,,,,,
CAMDEN,ELLIS LANE,,,,,,,,,,,,,,,,,,,,,,,,,
DUBBO REGIONAL,ELONG ELONG,,,,,,,,,,,,,,,,,,,,,,,,,
CESSNOCK,ELRINGTON,,,,,,,,,,,,,,,,,,,,,,,,,
INVERELL,ELSMORE,,,,,,,,,,,,,,,,,,,,,,,,,
LISMORE,ELTHAM,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHERN BEACHES,ELVINA BAY,,,,,,,,,,,,,,,,,,,,,,,,,
COFFS HARBOUR,EMERALD BEACH,,,,,,,,,,,,,,,,,,,,,,,,,
GUNNEDAH,EMERALD HILL,,,,,,,,,,,,,,,,,,,,,,,,,
BLACKTOWN,EMERTON,,,,,,,,,,,,,,,,,,,,,,,,,
GLEN INNES SEVERN,EMMAVILLE,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL COAST,EMPIRE BAY,,,,,,,,,,,,,,,,,,,,,,,,,
BALLINA,EMPIRE VALE,,,,,,,,,,,,,,,,,,,,,,,,,
PENRITH,EMU HEIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,
PENRITH,EMU PLAINS,,,,,,,,,,,,,,,,,,,,,,,,,
CABONNE,EMU SWAMP,,,,,,,,,,,,,,,,,,,,,,,,,
SHOALHAVEN,ENDRICK,,,,,,,,,,,,,,,,,,,,,,,,,
BURWOOD,ENFIELD,,,,,,,,,,,,,,,,,,,,,,,,,
SUTHERLAND SHIRE,ENGADINE,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPBELLTOWN,ENGLORIE PARK,,,,,,,,,,,,,,,,,,,,,,,,,
ARMIDALE REGIONAL,ENMORE,,,,,,,,,,,,,,,,,,,,,,,,,
BOURKE,ENNGONIA,,,,,,,,,,,,,,,,,,,,,,,,,
QUEANBEYAN-PALERANG REGIONAL,ENVIRONA,,,,,,,,,,,,,,,,,,,,,,,,,
PARRAMATTA,EPPING,,,,,,,,,,,,,,,,,,,,,,,,,
LAKE MACQUARIE,ERARING,,,,,,,,,,,,,,,,,,,,,,,,,
COBAR,EREMERANG,,,,,,,,,,,,,,,,,,,,,,,,,
CARRATHOOL,ERIGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,
JUNEE,ERIN VALE,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL COAST,ERINA,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL COAST,ERINA HEIGHTS,,,,,,,,,,,,,,,,,,,,,,,,,
PARRAMATTA,ERMINGTON,,,,,,,,,,,,,,,,,,,,,,,,,
SHOALHAVEN,EROWAL BAY,,,,,,,,,,,,,,,,,,,,,,,,,
BLAYNEY,ERROWANBANG,,,,,,,,,,,,,,,,,,,,,,,,,
PENRITH,ERSKINE PARK,,,,,,,,,,,,,,,,,,,,,,,,,
SYDNEY,ERSKINEVILLE,,,,,,,,,,,,,,,,,,,,,,,,,
MID-WESTERN REGIONAL,ERUDGERE,,,,,,,,,,,,,,,,,,,,,,,,,
CAMPBELLTOWN,ESCHOL PARK,,,,,,,,,,,,,,,,,,,,,,,,,
CLARENCE VALLEY,ESK,,,,,,,,,,,,,,,,,,,,,,,,,
OBERON,ESSINGTON,,,,,,,,,,,,,,,,,,,,,,,,,
WAGGA WAGGA,ESTELLA,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRAL COAST,ETTALONG BEACH,,,,,,,,,,,,,,,,,,,,,,,,,
ALBURY,ETTAMOGAH,,,,,,,,,,,,,,,,,,,,,,,,,
SHOALHAVEN,ETTREMA,,,,,,,,,,,,,,,,,,,,,,,,,
KYOGLE,ETTRICK,,,,,,,,,,,,,,,,,,,,,,,,,
COBAR,EUABALONG,,,,,,,,,,,,,,,,,,,,,,,,,
COBAR,EUABALONG WEST,,,,,,,,,,,,,,,,,,,,,,,,,
WAGGA WAGGA,EUBERTA,,,,,,,,,,,,,,,,,,,,,,,,,
DUBBO REGIONAL,EUCHAREENA,,,,,,,,,,,,,,,,,,,,,,,,,
SNOWY MONARO REGIONAL,EUCUMBENE,,,,,,,,,,,,,,,,,,,,,,,,,
CABONNE,EUGOWRA,,,,,,,,,,,,,,,,,,,,,,,,,
